sample_index,phone_idx,phone,ref_dur,gen_dur,ratio
48,11,"pɾˈintsuluɪ,",0.768,0.768,1.0
48,12,skˌuzabʲˈile,0.8,0.096,0.12
48,13,desˈiɡu,0.8,0.544,0.68
49,0,nu,0.416,0.448,1.076923076923077
49,1,va,0.448,0.352,0.7857142857142857
49,2,maɪ,0.448,0.48,1.0714285714285714
49,3,sˈimtsʲʲ,0.448,1.344,3.0
49,4,kəldˈuɾa,0.416,0.832,2.0
49,5,pɾˌiviɾʲˈilor,0.448,0.448,1.0
49,6,de,0.448,0.928,2.0714285714285716
49,7,rekˌunoʃtˈintsə,0.448,0.768,1.7142857142857142
49,8,ʃi,0.448,0.416,0.9285714285714285
49,9,de,0.416,0.16,0.38461538461538464
49,10,dɾˈaɡostˌe,0.448,0.448,1.0
49,11,ˌatsintˈinduse,0.448,0.32,0.7142857142857143
49,12,asˈupɾa,0.448,0.256,0.5714285714285714
49,13,lˈuɪ.,0.448,0.672,1.5
